Tem,Wind,Hum,Pres,PM10,PM2.5,O3,NO2,CO,SO2,Pat
10.4,1.9,69.9,1012.3,54,26,0.003,0.054,0.8,0.007,38
8.8,3.7,88,1004.8,26,16,0.004,0.04,0.5,0.005,32
8.3,2.1,83.9,1010.1,20,11,0.009,0.029,0.5,0.005,15
9.1,3.2,88.1,1002.4,16,9,0.009,0.028,0.5,0.005,2
-1.1,6.1,58.8,1004.4,51,9,0.022,0.012,0.3,0.004,1670
-5.4,4.6,42.3,1011.5,102,9,0.017,0.017,0.3,0.004,622
-3.3,1.9,70.6,1009.4,25,11,0.014,0.026,0.4,0.005,592
-4.6,2.7,43,1009.6,51,12,0.017,0.022,0.4,0.005,570
-6.6,3.6,45.5,1010.8,32,9,0.019,0.018,0.3,0.005,540
-5.6,2.8,47.5,1013.6,36,10,0.021,0.016,0.3,0.005,369
-3.4,1.6,43.9,1016.1,49,19,0.005,0.039,0.6,0.006,7
-1.6,2.6,48.4,1019.7,43,20,0.012,0.034,0.6,0.006,802
-2.4,1.5,44.1,1024.3,53,25,0.008,0.046,0.7,0.007,690
1.6,1.9,58.8,1014.2,49,25,0.002,0.056,0.8,0.007,627
-1.5,3.4,64.8,1012.8,55,26,0.012,0.026,0.5,0.006,612
-3.8,2,70.4,1012.3,42,22,0.011,0.034,0.5,0.006,619
-5.2,3.2,45.8,1015.9,32,14,0.018,0.017,0.4,0.006,335
-3.6,1.5,60.5,1018.5,36,19,0.008,0.034,0.5,0.006,7
-0.1,2.8,90.6,1013.5,53,28,0.002,0.044,0.7,0.006,783
-4.9,4.9,58.9,1008.9,34,17,0.015,0.021,0.4,0.006,626
-9,4.9,41,1014.3,20,6,0.02,0.014,0.3,0.005,561
-8.3,2.3,39.9,1023,30,15,0.013,0.033,0.5,0.005,600
-3.8,3.4,54.5,1017.5,44,24,0.002,0.055,0.7,0.006,632
-1.7,3.8,66,1010.8,31,16,0.014,0.028,0.4,0.005,310
-6.4,2.2,58.5,1012.7,20,10,0.014,0.019,0.3,0.005,11
-4.7,2.2,64.6,1013.5,33,20,0.005,0.044,0.6,0.005,739
-1.3,2.6,67.1,1014.7,45,26,0.003,0.062,0.8,0.007,785
1.7,2.8,66.8,1011.3,62,31,0.011,0.049,0.7,0.008,665
-2.6,2.5,52,1017.3,30,15,0.021,0.017,0.3,0.005,13
-3.2,1.9,45.6,1019.9,39,19,0.009,0.038,0.4,0.006,804
-1.8,1.7,46.8,1019.3,57,31,0.004,0.056,0.7,0.007,343
-0.8,2.2,64.1,1011.4,60,34,0.002,0.065,0.8,0.007,8
2.9,2.3,73.1,1004.3,126,71,0.004,0.058,0.8,0.011,873
1.9,2.6,62.8,1006.5,122,56,0.007,0.048,0.8,0.009,730
-1.9,3.8,47.4,1007.6,40,14,0.015,0.029,0.4,0.006,645
-7.7,4.6,41.4,1013.6,80,9,0.018,0.01,0.2,0.005,236
-6,3.2,45.9,1014.6,31,13,0.016,0.019,0.3,0.005,137
-2.7,1.9,56.1,1012.7,42,21,0.005,0.043,0.5,0.007,82
2.5,2,70.1,1007.7,49,25,0.004,0.049,0.6,0.007,4
3.7,2.4,73.1,1006.2,87,41,0.003,0.057,0.8,0.008,202
-3.2,4.3,52.4,1006.4,41,16,0.02,0.02,0.3,0.005,154
-5.5,2.5,33.1,1012,38,11,0.019,0.021,0.2,0.006,110
-5.1,2.2,45.8,1015.2,50,19,0.012,0.033,0.3,0.005,118
-2.1,2,58.3,1014.4,52,27,0.008,0.045,0.5,0.007,153
-0.3,2.3,56.5,1012.8,42,20,0.011,0.04,0.4,0.007,68
-0.4,3.6,57.8,1013.5,50,22,0.019,0.021,0.3,0.007,3
-2.7,1.8,37.8,1023.8,45,22,0.01,0.041,0.4,0.006,169
0.2,1.8,39.6,1023.3,61,29,0.004,0.059,0.6,0.007,143
2.5,1.5,41.1,1016.1,86,38,0.002,0.062,0.7,0.009,118
2.8,2.1,53.6,1011.7,65,30,0.006,0.054,0.5,0.008,122
0.8,4,73,1009.5,91,44,0.012,0.034,0.5,0.007,118
-4.1,3.8,46,1017.8,40,17,0.02,0.021,0.2,0.005,75
-1.3,2.3,68.4,1011.5,38,18,0.008,0.038,0.4,0.005,7
-0.1,3.2,68.1,1012.2,70,32,0.018,0.024,0.4,0.006,143
-0.9,1.9,55.8,1016.8,52,25,0.008,0.045,0.4,0.006,142
2.6,2,58.3,1011.4,65,31,0.004,0.056,0.6,0.007,113
3.1,1.5,60.6,1008.6,44,22,0.008,0.045,0.5,0.007,104
1.2,2.6,66.4,1011.5,45,23,0.008,0.045,0.5,0.007,149
3.7,1.8,62.9,1015.2,59,30,0.01,0.049,0.5,0.007,73
3,3.5,78.4,1013.1,65,32,0.006,0.043,0.5,0.006,2
3.6,2.6,87.5,1009.4,43,26,0.013,0.033,0.5,0.005,149
-3.6,3.7,55.4,1014.3,55,24,0.02,0.02,0.4,0.005,119
-4.1,2.3,49.3,1018.4,51,18,0.012,0.034,0.4,0.005,101
-1.1,2.3,56.4,1016.1,55,25,0.002,0.048,0.5,0.006,107
-3.3,3.8,51.8,1015.4,44,18,0.017,0.023,0.3,0.006,120
-4.5,2.6,46.4,1021.2,46,18,0.016,0.027,0.3,0.005,69
-3,1.9,44.9,1022.2,36,16,0.012,0.035,0.3,0.005,1
-0.6,1.5,47.3,1020.9,45,22,0.005,0.053,0.5,0.006,5
0.6,2.1,54.5,1018,65,31,0.004,0.065,0.6,0.009,2
0.4,2,64.5,1012.1,89,44,0.012,0.061,0.7,0.01,3
-0.1,3,57.1,1012.7,102,52,0.023,0.039,0.5,0.011,6
0.4,2.2,57.3,1014.9,58,28,0.016,0.043,0.4,0.008,5
1.2,2.6,65.3,1010.4,53,24,0.014,0.045,0.4,0.008,4
-5.7,3.1,54.6,1015.9,47,17,0.015,0.029,0.3,0.007,9
1.7,2.8,69,1006.8,116,45,0.007,0.051,0.6,0.013,10
2.7,2.5,60.3,1002.6,105,45,0.014,0.048,0.5,0.01,4
-2.2,4.2,36.8,1004.1,40,11,0.027,0.019,0.2,0.007,7
-1.6,3.1,46.4,1009.2,36,15,0.02,0.03,0.2,0.007,5
2,2.2,72.9,1010.4,67,30,0.007,0.059,0.5,0.008,7
5,3.5,91.9,1003.8,48,26,0.015,0.041,0.4,0.006,16
1.9,3.5,78.5,1005.8,73,36,0.023,0.025,0.4,0.007,12
5.7,3.4,79,1007.3,26,15,0.009,0.043,0.3,0.006,11
0.9,3,60.4,1009.7,709,79,0.018,0.024,0.2,0.005,14
2.1,2.3,60,1008.6,126,25,0.021,0.033,0.3,0.006,7
5.4,2.9,48.6,1007.7,85,25,0.018,0.046,0.4,0.007,5
1.2,4.9,56.9,1008.9,38,14,0.026,0.02,0.2,0.006,5
-1.3,3.2,35.6,1017,32,14,0.024,0.022,0.2,0.006,10
2.7,2,40.5,1015.8,50,22,0.007,0.048,0.3,0.007,5
2.4,3.7,56.8,1009,115,27,0.023,0.024,0.3,0.006,1
3.9,2.8,43.5,1008.5,103,23,0.016,0.041,0.3,0.007,13
2.8,3.4,69.5,1002.4,57,21,0.017,0.041,0.3,0.007,9
-2.1,5.3,43.4,1010.9,47,15,0.03,0.014,0.2,0.006,4
-0.3,1.9,41.1,1016,44,25,0.018,0.035,0.4,0.006,7
2.9,2.3,37.8,1013.4,50,25,0.008,0.053,0.6,0.008,8
4.2,2.3,45.5,1013.3,51,24,0.017,0.047,0.5,0.007,5
2.2,5.4,43.4,1010,77,27,0.031,0.023,0.3,0.008,5
-3.4,5.9,30.6,1013.9,36,9,0.027,0.015,0.2,0.006,5
0.4,4.5,45.1,1009.3,48,16,0.023,0.029,0.4,0.007,7
2.1,4,41,1008.9,36,12,0.023,0.028,0.3,0.006,4
5.6,3,45.4,1008.7,49,18,0.027,0.027,0.3,0.007,7
4.3,2.3,31.4,1012.9,43,17,0.02,0.037,0.4,0.007,1
9.8,2,44.4,1010.1,105,38,0.012,0.062,0.4,0.009,13
10.7,1.8,51.9,1007.3,141,58,0.005,0.08,0.6,0.012,8
10.7,4,61.5,1001.5,88,37,0.016,0.041,0.5,0.008,5
12.4,2.5,50.9,1003.5,62,26,0.018,0.043,0.4,0.008,6
13.4,2.5,32.5,1007,111,32,0.016,0.055,0.6,0.009,5
11.7,2.7,31,1005.5,199,50,0.03,0.052,0.6,0.013,6
4.6,4.2,24.3,1015.1,62,12,0.033,0.017,0.2,0.006,4
5.4,2.6,32.8,1020.2,47,15,0.019,0.035,0.3,0.007,4
6.5,2.5,45.9,1023.8,47,19,0.015,0.045,0.3,0.007,5
7.9,3.1,47.5,1022.6,50,19,0.019,0.047,0.4,0.008,8
9.1,2.6,50.5,1015.8,61,23,0.017,0.054,0.4,0.009,6
9.7,2.8,35,1008,51,21,0.023,0.054,0.4,0.009,7
13.2,2.6,57.4,1007.9,174,43,0.018,0.05,0.5,0.008,14
12.9,2.2,80.6,1004.7,121,50,0.019,0.048,0.5,0.008,5
12.9,4.1,67.9,1005.1,22,15,0.025,0.025,0.3,0.006,10
14.8,5,70.5,994.2,23,12,0.023,0.023,0.3,0.006,3
10.6,2.8,83.4,996.3,30,18,0.011,0.034,0.5,0.007,5
13.5,4.3,48,1003.5,14,8,0.029,0.021,0.2,0.006,4
10.3,2.7,55.8,1008,63,20,0.018,0.028,0.3,0.006,7
8.4,2.6,59.5,1013,43,15,0.019,0.024,0.2,0.006,1
8.3,2.9,52.5,1015.1,31,15,0.023,0.027,0.2,0.006,6
9.6,2.3,43,1014.2,51,24,0.017,0.048,0.4,0.007,6
11.6,2.8,40.5,1012.3,59,25,0.025,0.045,0.4,0.008,8
13.5,2.5,39.3,1014.7,70,30,0.022,0.049,0.4,0.008,4
12,5.9,53.9,1007.8,29,14,0.043,0.016,0.2,0.005,12
6.9,2.7,89.9,998.5,19,13,0.033,0.027,0.3,0.006,5
11.1,2.9,72,998.1,46,25,0.032,0.035,0.4,0.007,7
9.9,3.6,69.5,997.9,88,28,0.021,0.042,0.4,0.007,2
10.5,3.7,45.4,1006.2,79,16,0.021,0.039,0.3,0.007,2
15.2,1.9,31.9,1005,64,16,0.013,0.054,0.4,0.008,7
12.2,3.2,75.3,997.5,15,7,0.031,0.027,0.3,0.006,6
14,2.9,46,1005.2,48,19,0.02,0.046,0.4,0.008,3
14.2,3,47,1008,75,31,0.033,0.043,0.4,0.009,4
14.5,3.5,41.1,1010.3,68,30,0.027,0.045,0.4,0.008,5
15.7,3.2,38.3,1009.2,78,29,0.044,0.032,0.3,0.008,3
15.9,2.7,31.3,1009.6,68,19,0.018,0.048,0.4,0.008,1
18.5,2.8,39.3,1006.1,69,30,0.039,0.04,0.4,0.01,8
20.3,2.1,38.6,1002.9,47,22,0.026,0.045,0.3,0.008,3
17,2.9,77,1002.2,45,23,0.017,0.035,0.3,0.007,5
21.2,2.2,56.6,1002.7,32,17,0.024,0.037,0.3,0.007,2
21,2.5,58.8,1003.3,43,21,0.029,0.044,0.3,0.008,5
20.7,2.1,64.4,1001.7,36,20,0.025,0.035,0.3,0.008,8
16.1,4.2,45.9,998.9,56,13,0.028,0.019,0.2,0.006,5
15.4,2.4,36.3,1001.6,52,13,0.026,0.043,0.3,0.008,8
16.5,2.6,35.6,1002.3,46,16,0.024,0.047,0.3,0.007,4
16.7,2.5,64.3,1002.8,57,26,0.025,0.041,0.3,0.008,4
17.6,3,55,1002.7,42,19,0.04,0.025,0.2,0.007,4
18.4,3,62.1,999.2,47,18,0.025,0.033,0.3,0.006,8
13.3,6.4,75.9,989.6,42,16,0.035,0.021,0.4,0.006,5
17.4,5.3,56.9,993.6,74,21,0.044,0.028,0.4,0.007,8
20.4,3.3,63.8,996.7,61,26,0.04,0.034,0.4,0.008,2
19.1,2.7,71,998.7,106,43,0.035,0.028,0.5,0.007,4
18,3,41.3,1000.1,63,26,0.035,0.037,0.4,0.007,2
17.7,3.2,53.9,994.9,50,24,0.025,0.042,0.4,0.007,11
14.8,3.6,88.9,996,61,32,0.032,0.03,0.4,0.006,4
16.3,3.1,60,998.5,49,24,0.029,0.024,0.3,0.006,4
18.7,3.7,50.1,1003.2,53,28,0.033,0.037,0.4,0.009,5
20,2.9,45.3,1003.6,64,34,0.038,0.043,0.4,0.01,5
20.6,2.5,38.5,1001,53,28,0.034,0.043,0.4,0.008,2
21.5,2.7,48.9,1001.4,47,28,0.026,0.042,0.4,0.008,9
23.2,2,32.9,1000,44,28,0.03,0.049,0.4,0.007,2
24.3,2.2,27.1,998.7,46,28,0.033,0.046,0.4,0.007,8
23.8,2.5,36.8,997.2,55,33,0.028,0.046,0.4,0.008,6
19.8,2.9,71,995.3,45,29,0.027,0.028,0.3,0.007,6
21.7,2.6,44.6,1000,48,27,0.031,0.039,0.3,0.009,10
23.1,2.7,46.9,997.9,43,30,0.034,0.031,0.4,0.007,6
23.3,3.8,33.3,997.4,53,20,0.037,0.012,0.2,0.006,5
24.2,2.6,28.9,999.4,46,26,0.034,0.039,0.5,0.007,3
19.1,1.7,58.8,996.8,39,24,0.03,0.036,0.4,0.006,6
22.4,2.3,54.9,997.5,45,31,0.038,0.025,0.3,0.008,9
22.2,2.9,66.3,997.1,48,32,0.037,0.022,0.3,0.006,4
25.3,2.2,54.3,997.5,52,36,0.039,0.033,0.4,0.007,6
24.6,2.8,59.6,991.9,45,34,0.027,0.031,0.4,0.007,5
23.6,3.8,63.1,993.3,52,33,0.042,0.027,0.4,0.007,11
24.7,3.2,61.9,994.9,83,44,0.041,0.028,0.4,0.007,6
24.2,2.2,65.6,997.1,43,33,0.037,0.027,0.4,0.006,8
25,2.4,65.9,995.1,51,34,0.04,0.031,0.4,0.007,5
23.4,2.6,72.8,994.5,48,36,0.041,0.031,0.4,0.007,3
24.8,2.7,59.4,995.9,31,25,0.041,0.019,0.3,0.006,5
24.5,2.9,57.8,998.2,31,22,0.045,0.017,0.3,0.006,5
19.6,1.8,91,999.1,42,32,0.029,0.028,0.4,0.007,3
24,2.4,60.4,999.9,36,26,0.034,0.033,0.4,0.008,7
24.7,2.3,64.1,1000.6,41,31,0.044,0.029,0.4,0.008,7
25.7,2.5,58.3,998.6,46,35,0.045,0.033,0.4,0.008,3
24.8,2.1,65.1,993.4,46,37,0.035,0.032,0.4,0.007,8
21,3.3,75.8,988.4,17,14,0.038,0.014,0.2,0.006,6
25.2,2.2,55.3,996.1,18,15,0.037,0.018,0.2,0.006,2
25.7,2.8,61.8,996.8,30,22,0.041,0.025,0.3,0.007,10
24.4,1.7,70,988.7,37,27,0.031,0.031,0.4,0.007,5
23.7,3.8,66.3,985.8,39,28,0.039,0.022,0.3,0.007,5
23.7,4,64.5,991.2,54,40,0.051,0.021,0.5,0.007,6
23.3,3,62.6,995.4,42,30,0.033,0.025,0.4,0.007,6
24.1,2.2,55.8,999.1,35,26,0.042,0.027,0.3,0.007,10
25.3,2.2,54.3,1001.1,34,24,0.034,0.028,0.3,0.006,18
25.6,2,52.1,1000.1,37,30,0.028,0.031,0.4,0.007,6
23.4,4,69.8,1001.6,12,9,0.032,0.016,0.2,0.006,6
26.5,2.9,61.3,1004.2,16,13,0.028,0.019,0.3,0.006,6
29.2,1.9,60.9,1002.9,24,19,0.028,0.027,0.3,0.006,4
30.4,2.1,60.3,999,30,25,0.034,0.03,0.3,0.007,6
23.1,5.2,90.8,983.3,40,30,0.026,0.019,0.4,0.007,4
26.1,3.5,72.4,993.3,68,45,0.046,0.031,0.5,0.007,8
27.9,2.9,58.8,996.4,53,37,0.034,0.023,0.4,0.008,3
24.7,5,51.3,997.4,15,11,0.025,0.013,0.2,0.006,8
23.6,3.6,49.8,996.5,14,9,0.023,0.016,0.2,0.006,5
24.3,2.2,63.5,999.2,34,26,0.024,0.027,0.3,0.006,7
27.5,2.4,71.4,998.9,27,20,0.01,0.026,0.4,0.006,8
27,1.6,81.6,996.7,30,22,0.014,0.024,0.3,0.007,5
27.7,1.8,76.9,996,40,30,0.013,0.039,0.5,0.008,5
26.9,2.1,81,996.7,32,23,0.012,0.033,0.4,0.008,4
24.7,2,96.9,994.8,21,17,0.007,0.03,0.4,0.007,2
25,3.2,95.1,995.7,24,17,0.009,0.02,0.3,0.007,1
26.2,2.3,86,998.2,32,23,0.004,0.024,0.3,0.007,11
27.7,2.7,74.4,997.9,40,32,0.017,0.023,0.4,0.008,8
26.7,2.6,82.9,996.4,44,37,0.019,0.026,0.4,0.007,2
28.6,3.5,76.4,998,75,56,0.038,0.022,0.5,0.007,5
27.9,2.7,74.3,999.1,63,50,0.037,0.022,0.4,0.007,3
28.2,3.1,72.8,999.6,52,40,0.032,0.019,0.4,0.007,5
27.9,3.8,71.5,998.6,32,25,0.016,0.017,0.3,0.007,9
27.5,4.5,73.3,996.7,32,24,0.016,0.016,0.3,0.007,8
28.6,3.7,67,998.1,38,29,0.029,0.02,0.3,0.007,11
29.3,2,64.5,1001.9,40,32,0.025,0.022,0.4,0.007,6
28.9,1.4,71.3,1004.8,44,35,0.028,0.029,0.4,0.007,4
26.6,2.1,79.1,1003.5,36,23,0.02,0.025,0.4,0.008,3
27,2.3,72.1,999.6,34,26,0.023,0.018,0.3,0.006,10
26.8,2.1,73.6,997.5,62,46,0.027,0.027,0.5,0.007,5
27.3,2,67.5,994.6,53,38,0.035,0.021,0.4,0.007,6
26.5,1.9,68.6,994.8,40,30,0.022,0.03,0.4,0.006,5
26.9,2.4,66.4,995.8,41,28,0.033,0.028,0.4,0.007,5
25.8,2,74.9,997.6,69,52,0.042,0.019,0.5,0.006,1
26.6,2.2,61.5,998.4,27,20,0.035,0.02,0.3,0.006,12
27.9,2.5,59.9,1002.4,20,13,0.036,0.019,0.3,0.006,2
26.8,1.8,70.3,1003,33,22,0.023,0.034,0.4,0.007,4
25.4,1.7,75.5,999.2,36,25,0.013,0.042,0.5,0.008,6
25.2,2,78.3,994.7,27,19,0.017,0.028,0.4,0.008,5
25.5,2.5,69.8,995.4,37,26,0.04,0.024,0.4,0.007,9
26.3,3.8,60.6,997.3,27,20,0.029,0.019,0.4,0.006,6
21.7,3.2,76.4,992.7,5,3,0.019,0.012,0.2,0.006,6
21.9,2.9,68.4,995.6,9,7,0.021,0.018,0.3,0.006,4
24.7,3.1,61.1,996.9,20,11,0.033,0.021,0.3,0.006,10
23.2,1.7,69.4,998.3,30,20,0.014,0.044,0.5,0.007,5
24.4,1.7,65.8,999,31,21,0.029,0.033,0.5,0.007,3
25.9,1.9,62.9,1001.7,31,22,0.035,0.027,0.4,0.006,7
25.9,3.4,59.4,1000.4,22,16,0.035,0.017,0.3,0.006,11
23.9,2.1,72.8,1001.7,25,17,0.023,0.028,0.4,0.006,3
23.9,2.3,75.1,1001,21,13,0.03,0.022,0.4,0.006,12
24.8,2.2,68.5,1001.9,31,20,0.03,0.026,0.4,0.007,8
21.9,2.1,79.8,999.1,29,19,0.021,0.029,0.4,0.007,6
22.6,2.4,52.9,1002.8,12,8,0.024,0.02,0.3,0.006,8
22.7,3.2,43.6,1006.1,11,6,0.027,0.018,0.3,0.005,8
22.4,2.9,42.9,1006.5,12,10,0.024,0.019,0.3,0.006,4
22.4,2.4,62.3,1004,38,15,0.021,0.024,0.4,0.006,4
21,2.1,76.4,1000.2,37,24,0.02,0.027,0.6,0.006,8
19.2,1.9,60.4,999.8,20,11,0.021,0.021,0.4,0.006,7
20.2,2.6,54.1,1006.7,20,10,0.027,0.015,0.4,0.006,1
22.1,1.6,61.1,1011.3,34,22,0.019,0.037,0.6,0.007,12
22.8,2.2,48.5,1010.4,27,17,0.022,0.033,0.5,0.006,11
21.6,2.5,45.5,1008,14,8,0.029,0.022,0.4,0.006,7
21.4,3.1,46.4,1007.1,12,7,0.026,0.018,0.4,0.006,1
21.9,2.4,52.1,1006.6,19,11,0.025,0.028,0.4,0.006,11
22.3,2.4,58.3,1003.6,34,16,0.021,0.03,0.5,0.007,2
22.1,2,69,1002.3,47,33,0.029,0.03,0.6,0.007,1
22.6,1.5,62.1,1004.3,47,31,0.027,0.037,0.6,0.007,9
23.9,1.8,48.4,1005.3,40,22,0.031,0.043,0.6,0.007,8
22,1.7,57.9,1000.9,39,26,0.012,0.053,0.6,0.008,4
23.4,1.9,56.4,997.6,39,24,0.019,0.042,0.6,0.008,6
23.4,2.5,56.5,997.6,34,19,0.032,0.032,0.5,0.007,7
22.1,2.3,36.6,1013.5,22,10,0.031,0.014,0.4,0.006,2
21.3,2.6,45.3,1010.9,18,8,0.022,0.024,0.4,0.006,4
16.3,3.6,77.5,993,15,8,0.017,0.024,0.4,0.006,7
16.5,3.7,53.5,1003.5,30,12,0.025,0.032,0.4,0.006,10
18,1.9,49.4,1013.3,29,16,0.013,0.041,0.5,0.006,11
18.7,1.9,57.5,1010.8,33,17,0.014,0.044,0.5,0.007,7
19.6,1.4,67.5,1007.4,46,21,0.014,0.045,0.5,0.007,6
20.1,2.3,61.1,1001.8,55,31,0.02,0.038,0.5,0.007,11
12.8,2.2,70.9,999.7,20,11,0.022,0.023,0.4,0.006,7
12.3,2.7,56.5,1007.1,15,10,0.017,0.017,0.4,0.005,9
15,2.5,66.4,1009.7,33,17,0.015,0.038,0.5,0.007,11
17.1,1.6,64.6,1010.3,51,30,0.013,0.05,0.7,0.008,10
17.9,1.8,62.1,1009.5,57,36,0.019,0.057,0.7,0.008,8
17.5,1.8,71,1009.5,66,42,0.015,0.059,0.7,0.009,14
18.7,1.7,64.8,1010.4,60,27,0.019,0.049,0.6,0.008,7
18.1,2,67.4,1007.2,98,47,0.023,0.044,0.7,0.008,10
18.8,1.6,69.5,1007,94,37,0.023,0.041,0.6,0.008,6
17.9,1.6,72.5,1009,114,81,0.027,0.039,0.7,0.008,7
17.5,2.2,64.8,1010.3,91,49,0.011,0.039,0.6,0.007,11
17.5,2.4,69.1,1008.7,37,29,0.011,0.041,0.5,0.005,8
16.9,2.5,64.4,1008.3,33,23,0.024,0.024,0.5,0.004,6
15,2.4,66.8,1008.6,34,17,0.009,0.039,0.5,0.004,13
12.1,3.2,69.3,1001.4,40,15,0.021,0.02,0.4,0.003,5
9.9,2.5,49,1009.3,32,13,0.019,0.025,0.4,0.004,16
8.4,2.4,50.4,1012.2,26,13,0.015,0.028,0.4,0.003,9
5.4,2.6,41.8,1017.1,29,12,0.02,0.016,0.4,0.003,12
5.7,2.1,42.5,1019.2,32,16,0.013,0.03,0.5,0.003,4
7,1.6,48.4,1015.3,42,23,0.005,0.045,0.6,0.003,12
10.8,1.6,60.5,1012.6,55,29,0.009,0.046,0.7,0.003,43
11.8,1.4,67.6,1018.4,74,44,0.015,0.051,0.8,0.003,32
12.2,1.6,62,1018.1,89,57,0.01,0.066,0.9,0.003,38
13.2,1.7,63.9,1015.2,82,53,0.015,0.058,0.9,0.004,30
13.5,4.7,63.9,1015.4,51,31,0.019,0.032,0.5,0.004,42
10.5,6,91.5,1011.7,10,7,0.021,0.02,0.4,0.003,12
11.1,5.2,90.6,1006,4,3,0.022,0.017,0.4,0.003,1
10.8,2.1,87.6,1007.6,13,9,0.013,0.022,0.4,0.004,45
10,1.8,80,1013.3,46,30,0.008,0.031,0.6,0.003,34
11.6,1.6,72.4,1017.7,40,24,0.004,0.042,0.7,0.004,37
14.5,2.8,63.5,1019.1,17,10,0.006,0.033,0.5,0.004,30
11.5,4,83.8,1011,12,7,0.01,0.031,0.4,0.003,30
12.8,1.4,97.3,1004.1,10,7,0.007,0.033,0.4,0.003,12
13.4,1.8,84.5,1009.6,17,10,0.01,0.028,0.4,0.003,1
12.2,2.8,85.1,1006.7,28,17,0.002,0.034,0.6,0.003,42
13.9,1.8,69.6,1007.9,17,11,0.013,0.029,0.6,0.004,53
10.4,5.1,70.6,1010.4,9,5,0.017,0.021,0.4,0.003,47
8.9,2.6,72.8,1012.3,15,8,0.008,0.029,0.5,0.003,42
9.8,1.5,72.6,1013.6,36,22,0.009,0.032,0.6,0.002,30
9.2,1.8,55.9,1016.8,48,33,0.01,0.038,0.7,0.001,12
8.5,3.3,80.9,1014.9,9,5,0.012,0.024,0.4,0,47
5.6,3.1,69.5,1015,22,15,0.014,0.023,0.5,0,44
2.4,2.7,86.8,1008.4,11,10,0.014,0.024,0.4,0.002,24
-2.7,3.7,63.8,1005.7,32,23,0.024,0.017,0.4,0.004,27
-2.8,2.6,59.1,1014.6,37,25,0.021,0.023,0.4,0.005,35
0.1,2.1,70.8,1019.1,46,29,0.007,0.041,0.6,0.005,19
2.5,3.3,87.9,1015.7,38,27,0.004,0.035,0.6,0.004,1
4.1,2,69.1,1013.7,39,28,0.01,0.035,0.7,0.006,42
4,1.9,57.8,1014.4,54,34,0.003,0.051,0.9,0.007,1758
6,3.2,71.4,1004.8,52,30,0.006,0.042,0.8,0.007,663
-0.7,4.1,79.3,1002.9,19,11,0.016,0.02,0.4,0.004,637
-0.4,2.8,63.9,1011.2,42,16,0.015,0.027,0.4,0.004,683
3.4,3.1,51.4,1014.4,34,17,0.015,0.032,0.5,0.006,327
1.3,1.2,46.4,1018,32,19,0.011,0.034,0.5,0.005,17
1.9,1.8,51.1,1019.7,46,27,0.004,0.046,0.7,0.005,805
2.9,1.3,55.9,1021.9,50,30,0.002,0.064,1,0.007,717
7.8,2.3,74.8,1008.4,48,32,0.001,0.048,0.8,0.006,660
6.4,3.4,56.5,1008,42,25,0.013,0.032,0.6,0.007,676
5.2,2.6,50.1,1014.3,33,20,0.014,0.037,0.6,0.006,321
5.2,1.4,50.5,1013.1,45,30,0.005,0.046,0.7,0.007,9
5,2.2,75.6,1010.2,48,34,0.002,0.045,0.7,0.005,860
4.7,2.8,69.8,1008,60,42,0.011,0.027,0.5,0.006,753
-1,3.9,50.9,1008.7,29,17,0.02,0.014,0.3,0.005,678
-4.6,2.7,43.4,1017,21,14,0.016,0.016,0.2,0.003,696
-3.3,2.2,61.9,1021.9,47,28,0.005,0.041,0.6,0.005,691
-0.1,1.7,66.3,1024.3,70,47,0.004,0.048,0.8,0.007,340
1.5,1.5,56.9,1018.7,63,44,0.003,0.052,0.8,0.007,8
2.2,2.5,76,1016,55,41,0.004,0.041,0.6,0.006,813
3.1,2.4,67.9,1017.7,69,50,0.003,0.043,0.6,0.006,734
5.9,2.1,59.6,1011.6,59,44,0.006,0.047,0.7,0.007,742
1.5,2.3,67.5,1010.3,102,70,0.012,0.039,0.7,0.008,785
-0.8,2,46.3,1010.5,30,19,0.018,0.022,0.2,0.006,19
0.9,2.4,73.3,1009.8,76,48,0.012,0.032,0.5,0.006,317
-5.7,2.9,39,1019.6,33,21,0.019,0.017,0.2,0.005,3
-5.7,2.3,38.4,1022.4,26,17,0.018,0.021,0.3,0.004,891
-3.2,1.4,47.6,1022.4,60,38,0.004,0.051,0.7,0.006,857
0.3,2.5,67.6,1018.1,66,45,0.003,0.051,0.7,0.006,788
0.7,1.5,81.3,1020.1,67,52,0.007,0.04,0.6,0.006,756
1.2,1.6,73,1019.9,68,51,0.005,0.047,0.7,0.006,160
5.7,2,76.9,1012,53,37,0.007,0.044,0.5,0.006,27
2,3.1,54.4,1013.1,84,58,0.02,0.022,0.4,0.006,123
-2.7,2.3,39.4,1016.9,29,18,0.006,0.022,0.3,0.005,100
-1.7,1.8,54.3,1014.7,50,31,0.002,0.04,0.5,0.006,75
-3.4,2.5,51.8,1013.9,37,23,0.006,0.022,0.3,0.005,66
-3.3,2,49.8,1012.6,34,22,0.006,0.026,0.3,0.005,72
-2.1,2.1,57.1,1014.3,35,22,0.005,0.027,0.3,0.005,48
-3.8,2.8,38.3,1016.1,38,27,0.007,0.023,0.3,0.005,115
-5.2,2.5,46,1013.3,46,30,0.003,0.033,0.4,0.004,81
-4.5,2,63,1009.5,38,25,0.004,0.031,0.4,0.004,89
-3.4,1.7,52.1,1011,43,26,0.004,0.034,0.4,0.005,78
